,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],,Es Sensible,Apto VLM
,1326,"  9,995 ","  1,761 ",  0.0001 ,  0.0007 ,  0.0293 ,  6 ,  240 ,  0.04 ,  30.50 ,  30.50 ,  105.00 ,,NO,SI
,1327,"  18,720 ","  3,181 ",  0.0003 ,  0.0016 ,  0.0318 ,  6 ,  120 ,  0.09 ,  30.00 ,  30.00 ,  235.00 ,,NO,SI
,1328,"  18,655 ","  3,136 ",  0.0003 ,  0.0017 ,  0.0348 ,  6 ,  120 ,  0.10 ,  30.00 ,  30.00 ,  260.00 ,,NO,SI
,1329,"  2,612 ",  435 ,  0.0005 ,  0.0027 ,  0.0437 ,  6 ,  96 ,  0.16 ,  37.00 ,  37.00 ,  320.00 ,,NO,SI
,1330,"  7,748 ","  1,333 ",  0.0001 ,  0.0009 ,  0.0526 ,  6 ,  360 ,  0.04 ,  27.50 ,  27.50 ,  195.00 ,,NO,SI
,1331,"  3,966 ",  679 ,  0.0002 ,  0.0011 ,  0.0652 ,  6 ,  360 ,  0.04 ,  27.00 ,  27.00 ,  240.00 ,,NO,SI
,1332,"  8,018 ","  1,419 ",  0.0001 ,  0.0009 ,  0.0526 ,  6 ,  360 ,  0.04 ,  27.50 ,  27.50 ,  195.00 ,,NO,SI
,1333,"  5,874 ","  1,061 ",  0.0002 ,  0.0010 ,  0.0601 ,  6 ,  360 ,  0.04 ,  27.00 ,  27.00 ,  215.00 ,,NO,SI
,1334,"  10,742 ","  1,911 ",  0.0002 ,  0.0013 ,  0.0504 ,  6 ,  240 ,  0.06 ,  31.00 ,  31.00 ,  205.00 ,,NO,SI
,1335,"  9,226 ","  1,801 ",  0.0002 ,  0.0014 ,  0.0547 ,  6 ,  240 ,  0.07 ,  31.00 ,  31.00 ,  230.00 ,,NO,SI
,1336,"  7,888 ","  1,180 ",  0.0003 ,  0.0017 ,  0.0662 ,  6 ,  240 ,  0.07 ,  31.00 ,  31.00 ,  250.00 ,,NO,SI
,1337,"  4,321 ",  723 ,  0.0001 ,  0.0007 ,  0.0293 ,  6 ,  240 ,  0.04 ,  30.00 ,  30.00 ,  110.00 ,,NO,SI
,1338,"  7,974 ","  1,309 ",  0.0002 ,  0.0015 ,  0.0294 ,  6 ,  120 ,  0.09 ,  33.50 ,  33.50 ,  210.00 ,,NO,SI
,1339,"  7,263 ","  1,292 ",  0.0003 ,  0.0016 ,  0.0318 ,  6 ,  120 ,  0.09 ,  33.50 ,  33.50 ,  235.00 ,,NO,SI
,1340,"  9,285 ","  1,520 ",  0.0003 ,  0.0017 ,  0.0348 ,  6 ,  120 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1341,"  3,394 ",  567 ,  0.0005 ,  0.0027 ,  0.0437 ,  6 ,  96 ,  0.16 ,  37.00 ,  37.00 ,  325.00 ,,NO,SI
,1342,"  2,579 ",  369 ,  0.0005 ,  0.0031 ,  0.0500 ,  6 ,  96 ,  0.18 ,  36.50 ,  36.50 ,  370.00 ,,NO,SI
,1343,"  11,249 ","  2,143 ",  0.0029 ,  0.0173 ,  0.0692 ,  6 ,  24 ,  0.51 ,  40.00 ,  235.00 ,  295.00 ,,NO,SI
,1344,"  5,489 ",  331 ,  0.0002 ,  0.0017 ,  0.0167 ,  10 ,  100 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1345,  116 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1346,  2 ,  153 ,  0.0016 ,  -   ,  0.0328 ,  -   ,  20 ,  0.79 ,  60.60 ,  77.20 ,  310.00 ,,NO,SI
,5186,  824 ,  -   ,  0.0015 , #VALUE!,  0.0290 , -,  20 ,  0.79 ,  60.60 ,  77.20 ,  310.00 ,,NO,SI
,1347,  158 ,  19 ,  0.0006 ,  0.0060 ,  0.0359 ,  10 ,  60 ,  0.22 ,  35.00 ,  80.00 ,  205.00 ,,NO,SI
,1348,  515 ,  106 ,  0.0006 ,  0.0035 ,  0.0277 ,  6 ,  48 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1349,"  1,481 ",  210 ,  0.0024 ,  0.0143 ,  0.0571 ,  6 ,  24 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1350,"  1,300 ",  213 ,  0.0016 ,  -   ,  0.0310 ,  -   ,  20 ,  0.78 ,  48.06 ,  250.00 ,  110.00 ,,NO,SI
,1351,  127 ,  16 ,  0.0009 ,  -   ,  0.0087 ,  -   ,  10 ,  2.05 ,  35.32 ,  35.32 ,  500.00 ,,NO,SI
,1352,  91 ,  12 ,  0.0013 ,  -   ,  0.0134 ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1353,"  1,532 ",  221 ,  0.0000 ,  -   ,  0.0120 ,  -   ,  300 ,  0.05 ,  10.50 ,  19.00 ,  135.00 ,,NO,SI
,1354,  193 ,  39 ,  0.0006 ,  0.0063 ,  0.0376 ,  10 ,  60 ,  0.21 ,  34.50 ,  80.00 ,  170.00 ,,NO,SI
,1355,  260 ,  32 ,  0.0000 ,  0.0003 ,  0.0170 ,  10 ,  500 ,  0.05 ,  8.00 ,  20.00 ,  95.00 ,,NO,SI
,1356,  128 ,  18 ,  0.0000 ,  0.0003 ,  0.0170 ,  10 ,  500 ,  0.05 ,  8.00 ,  19.00 ,  96.00 ,,NO,SI
,1357,  487 ,  58 ,  0.0000 ,  0.0003 ,  0.0170 ,  10 ,  500 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1358,  394 ,  82 ,  0.0000 ,  0.0003 ,  0.0170 ,  10 ,  500 ,  0.07 ,  9.00 ,  30.00 ,  105.00 ,,NO,SI
,1359,  165 ,  21 ,  0.0001 ,  0.0006 ,  0.0114 ,  10 ,  200 ,  0.10 ,  9.50 ,  30.00 ,  110.00 ,,NO,SI
,1360,  438 ,  53 ,  0.0001 ,  0.0006 ,  0.0114 ,  10 ,  200 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1361,  153 ,  15 ,  0.0001 ,  0.0006 ,  0.0114 ,  10 ,  200 ,  0.12 ,  10.00 ,  30.00 ,  120.00 ,,NO,SI
,1362,  188 ,  22 ,  0.0001 ,  0.0004 ,  0.0088 ,  5 ,  100 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1363,  184 ,  23 ,  0.0001 ,  0.0004 ,  0.0088 ,  5 ,  100 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1364,  175 ,  28 ,  0.0001 ,  0.0005 ,  0.0106 ,  5 ,  100 ,  0.15 ,  10.00 ,  35.00 ,  130.00 ,,NO,SI
,1365,  104 ,  12 ,  0.0001 ,  0.0005 ,  0.0106 ,  5 ,  100 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1366,  154 ,  26 ,  0.0001 ,  0.0005 ,  0.0106 ,  5 ,  100 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1368,"  1,197 ",  195 ,  0.0007 ,  -   ,  0.0182 ,  -   ,  25 ,  0.02 ,  19.00 ,  19.00 ,  145.00 ,,NO,SI
,1369,  167 ,  18 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1370,  207 ,  27 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1371,  116 ,  22 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1372,  60 ,  12 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1373,  98 ,  18 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1374,  168 ,  26 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.00 ,  55.00 ,  150.00 ,,NO,SI
,1375,"  3,282 ",  537 ,  0.0019 ,  -   ,  0.0742 ,  -   ,  40 ,  0.49 ,  120.29 ,  123.44 ,  109.22 ,,NO,SI
,1376,  297 ,  50 ,  0.0008 ,  -   ,  0.0161 ,  -   ,  20 ,  1.14 ,  101.50 ,  180.00 ,  190.00 ,,NO,SI
,1377,  728 ,  118 ,  0.0003 ,  0.0027 ,  0.0325 ,  10 ,  120 ,  0.25 ,  25.00 ,  85.00 ,  85.00 ,,NO,SI
,1386,  2 ,"  1,100 ",  0.0007 ,  0.0014 ,  0.0140 ,  2 ,  20 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1387,  2 ,"  1,670 ",  0.0009 ,  0.0018 ,  0.0180 ,  2 ,  20 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1388,  2 ,"  1,400 ",  0.0008 ,  0.0040 ,  0.0160 ,  5 ,  20 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1389,  2 ,  840 ,  0.0018 ,  0.0090 ,  0.0180 ,  5 ,  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1390,"  3,194 ",  478 ,  0.0001 ,  -   ,  0.0013 ,  -   ,  10 ,  1.19 ,  70.00 ,  120.00 ,  70.00 ,,NO,SI
,1391,"  1,095 ",  156 ,  0.0002 ,  -   ,  0.0017 ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1407,  1 ,  60 ,  0.0012 ,  0.0060 ,  0.0480 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1409,  1 ,  100 ,  0.0007 ,  0.0035 ,  0.0280 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1410,  1 ,  100 ,  0.0007 ,  0.0035 ,  0.0280 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1411,  1 ,  100 ,  0.0031 ,  0.0062 ,  0.0496 ,  2 ,  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1415,  1 ,  300 ,  0.0018 ,  0.0036 ,  0.0288 ,  2 ,  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1417,  1 ,  150 ,  0.0016 ,  0.0032 ,  0.0256 ,  2 ,  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1418,  1 ,  80 ,  0.0012 ,  0.0060 ,  0.0480 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1420,  1 ,  100 ,  0.0007 ,  0.0035 ,  0.0280 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1421,  1 ,  100 ,  0.0007 ,  0.0035 ,  0.0280 ,  5 ,  40 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1432,  8 ,  7 ,  0.0001 ,  0.0058 ,  0.0115 ,  50 ,  100 ,  0.12 ,  4.70 ,  51.06 ,  136.00 ,,NO,SI
,5187,  21 ,  -   ,  0.0000 ,  0.0016 ,  0.0033 ,  50 ,  100 ,  0.12 ,  4.70 ,  51.10 ,  136.00 ,,NO,SI
,1433,  296 ,  40 ,  0.0001 ,  0.0008 ,  0.0084 ,  10 ,  100 ,  0.15 ,  25.00 ,  25.00 ,  77.50 ,,NO,SI
,1434,  267 ,  48 ,  0.0009 ,  0.0047 ,  0.0190 ,  5 ,  20 ,  0.17 ,  27.50 ,  120.00 ,  200.00 ,,NO,SI
,1435,  575 ,  89 ,  0.0006 ,  0.0032 ,  0.0127 ,  5 ,  20 ,  0.27 ,  31.11 ,  120.00 ,  205.00 ,,NO,SI
,1436,"  1,214 ",  143 ,  0.0008 ,  0.0040 ,  0.0160 ,  5 ,  20 ,  0.62 ,  15.00 ,  100.00 ,  260.00 ,,NO,SI
,1437,  256 ,  40 ,  0.0015 ,  0.0146 ,  0.0293 ,  10 ,  20 ,  0.70 ,  33.30 ,  105.00 ,  355.00 ,,NO,SI
,1438,"  9,808 ","  1,638 ",  0.0008 ,  0.0045 ,  0.0360 ,  6 ,  48 ,  0.25 ,  28.55 ,  86.00 ,  225.00 ,,NO,SI
,1439,"  2,995 ",  416 ,  0.0008 ,  0.0050 ,  0.0400 ,  6 ,  48 ,  0.33 ,  30.50 ,  85.00 ,  275.00 ,,NO,SI
,1440,"  1,243 ",  213 ,  0.0009 ,  0.0054 ,  0.0430 ,  6 ,  48 ,  0.40 ,  31.50 ,  85.00 ,  270.00 ,,NO,SI
,1441,"  4,433 ",  564 ,  0.0006 ,  0.0038 ,  0.0300 ,  6 ,  48 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1442,"  3,011 ",  510 ,  0.0008 ,  0.0045 ,  0.0360 ,  6 ,  48 ,  0.26 ,  27.50 ,  85.00 ,  275.00 ,,NO,SI
,1443,  964 ,  169 ,  0.0009 ,  0.0053 ,  0.0421 ,  6 ,  48 ,  0.26 ,  28.50 ,  85.00 ,  270.00 ,,NO,SI
,1444,"  1,456 ",  270 ,  0.0006 ,  0.0038 ,  0.0300 ,  6 ,  48 ,  0.20 ,  24.90 ,  85.00 ,  225.00 ,,NO,SI
,1445,"  5,126 ",  814 ,  0.0008 ,  0.0050 ,  0.0400 ,  6 ,  48 ,  0.31 ,  30.00 ,  85.00 ,  270.00 ,,NO,SI
,1446,"  3,111 ",  529 ,  0.0008 ,  0.0050 ,  0.0400 ,  6 ,  48 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1447,  38 ,  6 ,  0.0017 ,  -   ,  0.0203 ,  -   ,  12 ,  1.56 ,  86.86 ,  86.86 ,  88.23 ,,NO,SI
,1448,  317 ,  54 ,  0.0037 ,  -   ,  0.0373 ,  -   ,  10 ,  1.97 ,  50.00 ,  350.00 ,  200.00 ,,NO,SI
,1449,  160 ,  19 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.16 ,  33.07 ,  33.07 ,  50.44 ,,NO,SI
,1450,  69 ,  11 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.22 ,  36.04 ,  36.04 ,  50.46 ,,NO,SI
,1451,  255 ,  37 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.22 ,  35.78 ,  35.78 ,  50.34 ,,NO,SI
,1452,  66 ,  13 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.22 ,  35.83 ,  35.83 ,  51.05 ,,NO,SI
,1453,  85 ,  14 ,  0.0002 ,  0.0012 ,  0.0146 ,  8 ,  96 ,  0.18 ,  33.20 ,  33.20 ,  50.58 ,,NO,SI
,1454,  90 ,  20 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.21 ,  36.20 ,  36.20 ,  50.53 ,,NO,SI
,1455,  47 ,  9 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.22 ,  36.28 ,  36.28 ,  50.93 ,,NO,SI
,1456,  219 ,  33 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.22 ,  35.86 ,  35.86 ,  50.78 ,,NO,SI
,1457,  46 ,  10 ,  0.0002 ,  0.0012 ,  0.0145 ,  8 ,  96 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1458,  58 ,  12 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1459,  176 ,  29 ,  0.0002 ,  0.0012 ,  0.0147 ,  8 ,  96 ,  0.24 ,  37.80 ,  37.80 ,  51.93 ,,NO,SI
,1460,  108 ,  18 ,  0.0002 ,  0.0012 ,  0.0145 ,  8 ,  96 ,  0.23 ,  39.70 ,  39.70 ,  52.59 ,,NO,SI
,1461,  92 ,  15 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.27 ,  41.71 ,  41.71 ,  52.28 ,,NO,SI
,1462,  505 ,  61 ,  0.0002 ,  0.0013 ,  0.0156 ,  8 ,  96 ,  0.27 ,  42.00 ,  42.00 ,  53.00 ,,NO,SI
,1463,  217 ,  30 ,  0.0002 ,  0.0015 ,  0.0178 ,  6 ,  72 ,  0.31 ,  46.35 ,  46.35 ,  56.65 ,,NO,SI
,1464,  610 ,  63 ,  0.0002 ,  0.0015 ,  0.0179 ,  6 ,  72 ,  0.40 ,  48.50 ,  48.50 ,  59.00 ,,NO,SI
,1465,  736 ,  101 ,  0.0002 ,  0.0015 ,  0.0178 ,  6 ,  72 ,  0.42 ,  50.57 ,  50.57 ,  57.60 ,,NO,SI
,1466,  320 ,  43 ,  0.0003 ,  0.0016 ,  0.0126 ,  6 ,  48 ,  0.47 ,  52.13 ,  52.13 ,  58.25 ,,NO,SI
,1467,  341 ,  43 ,  0.0004 ,  0.0025 ,  0.0203 ,  6 ,  48 ,  0.50 ,  57.00 ,  57.00 ,  65.00 ,,NO,SI
,1468,  228 ,  34 ,  0.0004 ,  0.0025 ,  0.0203 ,  6 ,  48 ,  0.50 ,  57.46 ,  57.46 ,  64.85 ,,NO,SI
,1469,  202 ,  24 ,  0.0004 ,  0.0024 ,  0.0195 ,  6 ,  48 ,  0.62 ,  61.87 ,  61.87 ,  68.48 ,,NO,SI
,1470,  108 ,  17 ,  0.0006 ,  0.0023 ,  0.0135 ,  4 ,  24 ,  0.65 ,  65.20 ,  65.20 ,  68.89 ,,NO,SI
,1471,  151 ,  13 ,  0.0008 ,  0.0030 ,  0.0180 ,  4 ,  24 ,  0.72 ,  68.12 ,  68.12 ,  71.47 ,,NO,SI
,1472,  142 ,  16 ,  0.0008 ,  0.0034 ,  0.0203 ,  4 ,  24 ,  0.93 ,  74.91 ,  74.91 ,  74.59 ,,NO,SI
,1473,  64 ,  11 ,  0.0008 ,  0.0034 ,  0.0203 ,  4 ,  24 ,  0.98 ,  78.35 ,  78.35 ,  79.11 ,,NO,SI
,1474,  79 ,  11 ,  0.0008 ,  0.0034 ,  0.0203 ,  4 ,  24 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1475,  435 ,  36 ,  0.0009 ,  -   ,  0.0105 ,  -   ,  12 ,  1.54 ,  90.87 ,  90.87 ,  85.85 ,,NO,SI
,1476,  161 ,  16 ,  0.0012 ,  -   ,  0.0099 ,  -   ,  8 ,  1.40 ,  93.10 ,  93.10 ,  84.08 ,,NO,SI
,1477,  979 ,  197 ,  0.0166 ,  -   ,  0.0665 ,  -   ,  4 ,  6.41 ,  100.00 ,  300.00 ,  400.00 ,,NO,SI
,5188,  271 ,  -   ,  0.0120 , #VALUE!,  0.0480 , -,  4 ,  6.41 ,  100.00 ,  300.00 ,  400.00 ,,NO,SI
,1478,"  1,151 ",  200 ,  0.0008 ,  0.0050 ,  0.0300 ,  6 ,  36 ,  0.57 ,  19.00 ,  97.00 ,  360.00 ,,NO,SI
,1479,  878 ,  223 ,  0.0006 ,  0.0115 ,  0.0346 ,  20 ,  60 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,5189,  764 ,  -   ,  0.0010 ,  0.0208 ,  0.0624 ,  20 ,  60 ,  0.20 ,  560.00 ,  60.00 ,  31.00 ,,NO,SI
,1480,"  1,287 ",  231 ,  0.0023 ,  -   ,  0.0279 ,  -   ,  12 ,  1.46 ,  31.40 ,  455.00 ,  455.00 ,,NO,SI
,1481,  403 ,  84 ,  0.0001 ,  0.0134 ,  0.0536 ,  100 ,  400 ,  0.02 ,  21.45 ,  72.00 ,  127.00 ,,NO,SI
,5190,  58 ,  -   ,  0.0002 ,  0.0196 ,  0.0784 ,  100 ,  400 ,  0.02 ,  21.50 ,  72.00 ,  127.00 ,,NO,SI
,1482,  85 ,  33 ,  0.0001 ,  0.0068 ,  0.0273 ,  75 ,  300 ,  0.05 ,  9.50 ,  100.00 ,  135.00 ,,NO,SI
,5191,  32 ,  -   ,  0.0001 ,  0.0096 ,  0.0384 ,  75 ,  300 ,  0.05 ,  9.50 ,  100.00 ,  135.00 ,,NO,SI
,1483,  254 ,  32 ,  0.0017 ,  0.0169 ,  0.0338 ,  10 ,  20 ,  0.99 ,  20.00 ,  130.00 ,  430.00 ,,NO,SI
,1484,  234 ,  143 ,  0.0016 ,  0.0098 ,  0.0588 ,  6 ,  36 ,  0.28 ,  40.00 ,  150.00 ,  290.00 ,,NO,SI
,5192,  536 ,  -   ,  0.0017 ,  0.0104 ,  0.0626 ,  6 ,  36 ,  0.28 ,  40.00 ,  150.00 ,  290.00 ,,NO,SI
,1485,  967 ,  166 ,  0.0016 ,  0.0098 ,  0.0588 ,  6 ,  36 ,  0.30 ,  33.00 ,  150.00 ,  290.00 ,,NO,SI
,1486,  653 ,  120 ,  0.0016 ,  0.0098 ,  0.0588 ,  6 ,  36 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,1487,  534 ,  75 ,  0.0009 ,  -   ,  0.0450 ,  -   ,  50 ,  0.21 ,  60.00 ,  75.00 ,  130.00 ,,NO,SI
,1488,  121 ,  791 ,  0.0008 ,  -   ,  0.0395 ,  -   ,  50 ,  0.25 ,  20.00 ,  245.00 ,  90.00 ,,NO,SI
,5193,"  6,301 ",  -   ,  0.0004 , #VALUE!,  0.0205 , -,  50 ,  0.25 ,  20.00 ,  245.00 ,  90.00 ,,NO,SI
,1489,"  2,632 ",  410 ,  0.0005 ,  0.0118 ,  0.0470 ,  25 ,  100 ,  0.22 ,  13.00 ,  190.00 ,  355.00 ,,NO,SI
,1490,  351 ,  48 ,  0.0005 ,  0.0118 ,  0.0470 ,  25 ,  100 ,  0.23 ,  14.00 ,  185.00 ,  350.00 ,,NO,SI
,1491,"  1,918 ",  309 ,  0.0005 ,  0.0118 ,  0.0471 ,  25 ,  100 ,  0.22 ,  15.00 ,  190.00 ,  355.00 ,,NO,SI
,1492,  554 ,  91 ,  0.0005 ,  0.0118 ,  0.0470 ,  25 ,  100 ,  0.24 ,  17.50 ,  190.00 ,  350.00 ,,NO,SI
,1493,  392 ,  67 ,  0.0005 ,  0.0118 ,  0.0470 ,  25 ,  100 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1494,  787 ,  128 ,  0.0005 ,  0.0118 ,  0.0471 ,  25 ,  100 ,  0.24 ,  19.50 ,  185.00 ,  350.00 ,,NO,SI
,1495,  325 ,  45 ,  0.0005 ,  0.0118 ,  0.0470 ,  25 ,  100 ,  0.26 ,  20.15 ,  185.00 ,  345.00 ,,NO,SI
,1496,  144 ,  21 ,  0.0005 ,  0.0103 ,  0.0414 ,  20 ,  80 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1497,  136 ,  21 ,  0.0005 ,  0.0103 ,  0.0414 ,  20 ,  80 ,  0.34 ,  24.05 ,  190.00 ,  350.00 ,,NO,SI
,1498,  93 ,  18 ,  0.0006 ,  0.0118 ,  0.0470 ,  20 ,  80 ,  0.36 ,  26.15 ,  190.00 ,  350.00 ,,NO,SI
,1499,"  1,012 ",  177 ,  0.0011 ,  0.0130 ,  0.0780 ,  12 ,  72 ,  0.32 ,  28.50 ,  118.00 ,  301.00 ,,NO,SI
,1500,  202 ,  41 ,  0.0018 ,  0.0219 ,  0.0438 ,  12 ,  24 ,  0.47 ,  29.50 ,  135.00 ,  285.00 ,,NO,SI
,1501,  981 ,  131 ,  0.0003 ,  0.0146 ,  0.0291 ,  50 ,  100 ,  0.14 ,  22.50 ,  22.50 ,  475.00 ,,NO,SI
,1502,"  1,105 ",  164 ,  0.0001 ,  0.0032 ,  0.0159 ,  25 ,  125 ,  0.13 ,  10.00 ,  40.00 ,  520.00 ,,NO,SI
,1503,  289 ,  50 ,  0.0061 ,  -   ,  0.0609 ,  -   ,  10 ,  2.43 ,  61.00 ,  280.00 ,  215.00 ,,NO,SI
,1504,  880 ,  131 ,  0.0007 ,  0.0040 ,  0.0395 ,  6 ,  60 ,  0.17 ,  18.00 ,  100.00 ,  220.00 ,,NO,SI
,1505,"  1,271 ",  194 ,  0.0007 ,  0.0040 ,  0.0395 ,  6 ,  60 ,  0.17 ,  10.50 ,  95.00 ,  230.00 ,,NO,SI
,1506,  720 ,  112 ,  0.0007 ,  0.0040 ,  0.0395 ,  6 ,  60 ,  0.18 ,  18.00 ,  100.00 ,  220.00 ,,NO,SI
,1507,"  1,169 ",  162 ,  0.0007 ,  0.0039 ,  0.0394 ,  6 ,  60 ,  0.16 ,  16.00 ,  110.00 ,  220.00 ,,NO,SI
,1508,  770 ,  110 ,  0.0002 ,  -   ,  0.0213 ,  -   ,  100 ,  0.16 ,  52.47 ,  59.44 ,  55.00 ,,NO,SI
,1509,"  4,202 ",  791 ,  0.0003 ,  0.0056 ,  0.0280 ,  20 ,  100 ,  0.10 ,  15.00 ,  73.00 ,  162.00 ,,NO,SI
,1510,"  1,282 ",  257 ,  0.0002 ,  0.0041 ,  0.0203 ,  20 ,  100 ,  0.10 ,  15.00 ,  73.00 ,  162.00 ,,NO,SI
,1511,"  5,468 ",  915 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,  0.10 ,  12.50 ,  95.00 ,  200.00 ,,NO,SI
,1512,  728 ,  147 ,  0.0002 ,  0.0050 ,  0.0199 ,  30 ,  120 ,  0.11 ,  13.08 ,  90.15 ,  200.00 ,,NO,SI
,1513,"  4,139 ",  705 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,  0.12 ,  15.50 ,  95.00 ,  205.00 ,,NO,SI
,1514,"  2,007 ",  224 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,  0.14 ,  17.50 ,  90.00 ,  205.00 ,,NO,SI
,1515,  786 ,  130 ,  0.0001 ,  0.0044 ,  0.0175 ,  30 ,  120 ,  0.14 ,  18.10 ,  90.24 ,  200.00 ,,NO,SI
,1516,"  1,867 ",  286 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,  0.15 ,  19.50 ,  90.00 ,  205.00 ,,NO,SI
,1517,  840 ,  107 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,  0.15 ,  20.25 ,  90.26 ,  200.00 ,,NO,SI
,1518,  312 ,  49 ,  0.0001 ,  0.0044 ,  0.0175 ,  30 ,  120 ,  0.15 ,  20.15 ,  90.00 ,  200.00 ,,NO,SI
,1519,  185 ,  31 ,  0.0002 ,  0.0050 ,  0.0199 ,  30 ,  120 ,  0.18 ,  24.10 ,  90.00 ,  195.00 ,,NO,SI
,1520,  158 ,  30 ,  0.0002 ,  0.0050 ,  0.0198 ,  30 ,  120 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,1521,  531 ,  334 ,  0.0166 ,  -   ,  0.0665 ,  -   ,  4 ,  -   ,  90.00 ,  430.00 ,  310.00 ,,NO,SI
,5194,"  1,098 ",  -   ,  0.0120 , #VALUE!,  0.0480 , -,  4 ,  7.75 ,  90.00 ,  430.00 ,  310.00 ,,NO,SI
,1522,  604 ,  268 ,  0.0020 ,  -   ,  0.0243 ,  -   ,  12 ,  0.78 ,  35.00 ,  210.00 ,  500.00 ,,NO,SI
,5195,  133 ,  -   ,  0.0037 , #VALUE!,  0.0441 , -,  12 ,  0.78 ,  35.00 ,  210.00 ,  500.00 ,,NO,SI
,1523,"  6,684 ","  1,477 ",  0.0005 ,  0.0063 ,  0.0376 ,  12 ,  72 ,  0.19 ,  18.93 ,  415.00 ,  125.00 ,,NO,SI
